id,title,company,location,link,date_posted
1219,Machine Learning Engineer,Samsung Electronics,"Mountain View, California",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-samsung-electronics-4231475202,5/20/2025
1220,"Data Scientist, Remote",Experian,United States,https://www.linkedin.com/jobs/view/data-scientist-remote-at-experian-4230956764,5/15/2025
1221,Data Scientist,Rokt,New York City,https://www.linkedin.com/jobs/view/data-scientist-at-rokt-4232562040,5/21/2025
1222,Data Scientist,Elder Research,United States,https://www.linkedin.com/jobs/view/data-scientist-at-elder-research-4139737548,5/21/2025
1223,AI/ML Engineer,Blueprint,New York City,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-blueprint-4234787206,5/22/2025
1224,AI/ML Engineer,Blueprint,San Francisco,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-blueprint-4234786250,5/22/2025
1225,AI/ML Engineer,Blueprint,Chicago,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-blueprint-4234786247,5/22/2025
1226,Data Scientist (Remote),Elder Research,"Arlington County, Virginia",https://www.linkedin.com/jobs/view/data-scientist-remote-at-elder-research-3921376611,5/17/2025
1227,"Data Scientist, Product Analytics - Retail Analytics",Meta,New York City,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-retail-analytics-at-meta-4213138039,5/15/2025
1228,Data Scientist - Sports Analytics,Inizio Partners,New York City Metropolitan Area,https://www.linkedin.com/jobs/view/data-scientist-sports-analytics-at-inizio-partners-4230147263,5/21/2025
1229,AI/ML Engineer,Blueprint,United States,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-blueprint-4234781946,5/22/2025
1230,Data Scientist- Jr,Peraton,"Washington, D.C.",https://www.linkedin.com/jobs/view/data-scientist-jr-at-peraton-4217669627,5/17/2025
1231,Machine Learning Engineer (L4/5) - Studio Media Algorithms,Netflix,United States,https://www.linkedin.com/jobs/view/machine-learning-engineer-l4-5-studio-media-algorithms-at-netflix-4178259234,5/15/2025
1232,Machine Learning Engineer,Bytez,San Francisco Bay Area,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-bytez-4229499282,5/16/2025
1233,Data Scientist- Entry Level,Incedo Inc.,"Florham Park, New Jersey",https://www.linkedin.com/jobs/view/data-scientist-entry-level-at-incedo-inc-4231482147,5/20/2025
1234,AI/ML Engineer (early-career),Lockheed Martin,Texas,https://www.linkedin.com/jobs/view/ai-ml-engineer-early-career-at-lockheed-martin-4232591258,5/21/2025
1235,"Staff Data Scientist, Locations",Airbnb,United States,https://www.linkedin.com/jobs/view/staff-data-scientist-locations-at-airbnb-4200191937,5/16/2025
1236,Data Scientist,Twitch,San Francisco,https://www.linkedin.com/jobs/view/data-scientist-at-twitch-4231102353,5/20/2025
1237,Junior Data Scientist,Lensa,"Arlington County, Virginia",https://www.linkedin.com/jobs/view/junior-data-scientist-at-lensa-4234738863,5/22/2025
1238,Operations Data Scientist,Aspect Software,United States,https://www.linkedin.com/jobs/view/operations-data-scientist-at-aspect-software-4231157412,5/20/2025
1239,Data Scientist,The Energy Authority,"Bellevue, Washington",https://www.linkedin.com/jobs/view/data-scientist-at-the-energy-authority-4232962328,5/19/2025
1240,Data Scientist,Illumination Works,United States,https://www.linkedin.com/jobs/view/data-scientist-at-illumination-works-4186294386,5/16/2025
1241,"Data Scientist,  Marketing Analytics",Ibotta,Denver,https://www.linkedin.com/jobs/view/data-scientist-marketing-analytics-at-ibotta-4196428730,5/16/2025
1242,Data Scientist - Simulation,Eli Lilly and Company,Indianapolis,https://www.linkedin.com/jobs/view/data-scientist-simulation-at-eli-lilly-and-company-4213560558,5/16/2025
1243,"Data Scientist, Square Support",Square,United States,https://www.linkedin.com/jobs/view/data-scientist-square-support-at-square-4231969552,5/21/2025
1244,Junior Data Scientist,Tech Consulting,Florida,https://www.linkedin.com/jobs/view/junior-data-scientist-at-tech-consulting-4231943871,5/21/2025
1246,Data Scientist,Ascendion,United States,https://www.linkedin.com/jobs/view/data-scientist-at-ascendion-4231949405,5/21/2025
1247,Data Scientist 1,PayPal,Chicago,https://www.linkedin.com/jobs/view/data-scientist-1-at-paypal-4232566076,5/21/2025
1248,Data Scientist and Analysis,Randstad Life Sciences US,San Francisco,https://www.linkedin.com/jobs/view/data-scientist-and-analysis-at-randstad-life-sciences-us-4231981279,5/21/2025
1249,Data Scientist,Takeda,Boston,https://www.linkedin.com/jobs/view/data-scientist-at-takeda-4199456239,5/17/2025
1250,AI/ML Engineer,Ringside Talent,Chicago,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-ringside-talent-4232933476,5/19/2025
1251,Data Scientist,Disney Music Group,"Burbank, California",https://www.linkedin.com/jobs/view/data-scientist-at-disney-music-group-4230762621,5/15/2025
1252,"Data Scientist, Product Analytics - Retail Analytics",Meta,"Burlingame, California",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-retail-analytics-at-meta-4213132751,5/15/2025
1253,Data Scientist,Ford Motor Company,"Dearborn, Michigan",https://www.linkedin.com/jobs/view/data-scientist-at-ford-motor-company-4232826049,5/21/2025
1254,Data Scientist,The Arena,"Washington, D.C.",https://www.linkedin.com/jobs/view/data-scientist-at-the-arena-4232802796,5/21/2025
1255,Data Scientist (Remote),"OCULUS, Inc.","Arlington, Washington",https://www.linkedin.com/jobs/view/data-scientist-remote-at-oculus-inc-4230611846,5/19/2025
1256,Machine Learning Engineer,StreetID,New York City Metropolitan Area,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-streetid-3811924406,5/21/2025
1257,Data Scientist,Skai,New York City,https://www.linkedin.com/jobs/view/data-scientist-at-skai-4213574740,5/16/2025
1258,Sr. Data Scientist (Commercial Analytics),Cedar,United States,https://www.linkedin.com/jobs/view/sr-data-scientist-commercial-analytics-at-cedar-4203154568,5/21/2025
1259,"Decision Scientist, Client Analytics",Simbe,"South San Francisco, California",https://www.linkedin.com/jobs/view/decision-scientist-client-analytics-at-simbe-4234803870,5/22/2025
1260,Data Scientist,TechOp Solutions International,"Tampa, Florida",https://www.linkedin.com/jobs/view/data-scientist-at-techop-solutions-international-4234416303,5/20/2025
1261,Machine Learning Engineer,Aviture,"Omaha, Nebraska",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-aviture-4233683064,5/20/2025
1262,Data Scientist,AE Studio,United States,https://www.linkedin.com/jobs/view/data-scientist-at-ae-studio-4056144932,5/15/2025
1263,Product Data Scientist,Bask Health,New York City,https://www.linkedin.com/jobs/view/product-data-scientist-at-bask-health-4231735843,5/16/2025
1264,Data Scientist - ML & Algorithms Focus,Conviva,"Foster City, California",https://www.linkedin.com/jobs/view/data-scientist-ml-algorithms-focus-at-conviva-4183433959,5/21/2025
1265,"Sr. Data Scientist, Analytics - Core Product",Quizlet,San Francisco,https://www.linkedin.com/jobs/view/sr-data-scientist-analytics-core-product-at-quizlet-4213103704,5/15/2025
1266,Data Scientist,HDFC Bank,Mumbai,https://in.linkedin.com/jobs/view/data-scientist-at-hdfc-bank-4231292721,5/20/2025
1269,Data Science Specialist,Banque Misr,Cairo,https://eg.linkedin.com/jobs/view/data-science-specialist-at-banque-misr-4234408567,5/21/2025
1272,Cientista de Dados em People Analytics,Cielo,Barueri,https://br.linkedin.com/jobs/view/cientista-de-dados-em-people-analytics-at-cielo-4232209586,5/20/2025
1273,Machine Learning Engineer,Sodexo,Mumbai,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-sodexo-4234807638,5/22/2025
1278,Junior Data Scientist,Intellect Group,London,https://uk.linkedin.com/jobs/view/junior-data-scientist-at-intellect-group-4232971500,5/19/2025
1279,Data Scientist,Mondu,Berlin,https://de.linkedin.com/jobs/view/data-scientist-at-mondu-4233645220,5/20/2025
1281,Data Scientist,Banco de CrÃ©dito BCP,Lima,https://pe.linkedin.com/jobs/view/data-scientist-at-banco-de-cr%C3%A9dito-bcp-4233837991,5/20/2025
1283,Data Scientist â€“ Data Science Analytics and Enablement (DSAE),Sony Interactive Entertainment,London,https://uk.linkedin.com/jobs/view/data-scientist-%E2%80%93-data-science-analytics-and-enablement-dsae-at-sony-interactive-entertainment-4230853520,5/19/2025
1284,Junior Data Scientist,Munich Re,Dubai,https://ae.linkedin.com/jobs/view/junior-data-scientist-at-munich-re-4234827547,5/22/2025
1285,Data Scientist,SLB,Pune,https://in.linkedin.com/jobs/view/data-scientist-at-slb-4232633957,5/22/2025
1286,Data Scientist,Interbank,Lima,https://pe.linkedin.com/jobs/view/data-scientist-at-interbank-4233136132,5/19/2025
1288,AI/ML Engineer,Blueprint,Canada,https://ca.linkedin.com/jobs/view/ai-ml-engineer-at-blueprint-4234785249,5/22/2025
1290,Junior Machine Learning Engineer,Advansys,"Nasr City, Cairo, Egypt",https://eg.linkedin.com/jobs/view/junior-machine-learning-engineer-at-advansys-4233827465,5/20/2025
1291,Data Scientist,Protect Group,Pune,https://in.linkedin.com/jobs/view/data-scientist-at-protect-group-4234788377,5/22/2025
1292,Junior Data Scientist,Amartha,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/junior-data-scientist-at-amartha-4234815582,5/22/2025
1293,Data Scientist,Chubb Life New Zealand,Auckland,https://nz.linkedin.com/jobs/view/data-scientist-at-chubb-life-new-zealand-4233870985,5/21/2025
1294,Machine Learning Officer - Junior,Inetum,Lisbon,https://pt.linkedin.com/jobs/view/machine-learning-officer-junior-at-inetum-4234276824,5/21/2025
1295,Junior Data Scientist - User Fraud,Spotify,Stockholm,https://se.linkedin.com/jobs/view/junior-data-scientist-user-fraud-at-spotify-4233119227,5/19/2025
1296,Data Scientist,Scotiabank,Toronto,https://ca.linkedin.com/jobs/view/data-scientist-at-scotiabank-4231994503,5/22/2025
1297,JUNIOR DATA SCIENTIST,IRIUM,Viladecans,https://es.linkedin.com/jobs/view/junior-data-scientist-at-irium-4233656798,5/20/2025
1298,Data Scientist II - Client Platform,Spotify,Stockholm,https://se.linkedin.com/jobs/view/data-scientist-ii-client-platform-at-spotify-4161598349,5/21/2025
1299,AI/ML Engineer,TechHeads,"County Dublin, Ireland",https://ie.linkedin.com/jobs/view/ai-ml-engineer-at-techheads-4234217039,5/21/2025
1300,Machine Learning Engineer Junior,Experian Spanish Latam,Bogotá,https://co.linkedin.com/jobs/view/machine-learning-engineer-junior-at-experian-spanish-latam-4232587004,5/22/2025
1301,Data Scientist,Eden Smith Group,Kent,https://uk.linkedin.com/jobs/view/data-scientist-at-eden-smith-group-4232897437,5/22/2025
1302,Data Scientist,Recro,Bengaluru,https://in.linkedin.com/jobs/view/data-scientist-at-recro-4231148613,5/20/2025
1303,Data Scientist,Chubb Life New Zealand,Christchurch,https://nz.linkedin.com/jobs/view/data-scientist-at-chubb-life-new-zealand-4233876506,5/21/2025
1304,"Machine Learning Engineer ,Pytorch Engineering , Bangalore, India",Red Hat,Bengaluru,https://in.linkedin.com/jobs/view/machine-learning-engineer-pytorch-engineering-bangalore-india-at-red-hat-4230274135,5/19/2025
1309,Data Scientist,IndusInd Bank,Gurgaon,https://in.linkedin.com/jobs/view/data-scientist-at-indusind-bank-4232883731,5/22/2025
1310,Data Scientist,Chubb Life New Zealand,Wellington,https://nz.linkedin.com/jobs/view/data-scientist-at-chubb-life-new-zealand-4233872808,5/21/2025
1311,Data Scientist,Lenovo,Kuala Lumpur,https://my.linkedin.com/jobs/view/data-scientist-at-lenovo-4230295159,5/19/2025
1312,Data Scientist,HomeBuddy,Spain,https://es.linkedin.com/jobs/view/data-scientist-at-homebuddy-4231909246,5/21/2025
1313,Junior Data Scientist,CooperVision,Fareham,https://uk.linkedin.com/jobs/view/junior-data-scientist-at-coopervision-4216547330,5/20/2025
1314,DE&S Data Scientist,UK Ministry of Defence,Bristol,https://uk.linkedin.com/jobs/view/de-s-data-scientist-at-uk-ministry-of-defence-4230296132,5/19/2025
1315,Data Scientist,Aurum,London,https://uk.linkedin.com/jobs/view/data-scientist-at-aurum-4231952271,5/21/2025
1316,DATA Scientist,Gruppo BCC Iccrea,Rome,https://it.linkedin.com/jobs/view/data-scientist-at-gruppo-bcc-iccrea-4231859702,5/20/2025
1317,Data Scientist,Jubilant FoodWorks Ltd.,Noida,https://in.linkedin.com/jobs/view/data-scientist-at-jubilant-foodworks-ltd-4232856724,5/22/2025
1318,Data Scientist,Crisil,"Bogotá¡, Capital District, Colombia",https://co.linkedin.com/jobs/view/data-scientist-at-crisil-4232986437,5/19/2025
1321,"Data Scientist, Product, Play Monetization",Google,Bengaluru,https://in.linkedin.com/jobs/view/data-scientist-product-play-monetization-at-google-4232802813,5/21/2025
1445,Analytics Engineer (L5) - Consumer Insights DSE,Netflix,"Los Gatos, California",https://www.linkedin.com/jobs/view/analytics-engineer-l5-consumer-insights-dse-at-netflix-4137881308,5/17/2025
1446,Analytics Engineer (L5) - Ads,Netflix,United States,https://www.linkedin.com/jobs/view/analytics-engineer-l5-ads-at-netflix-4229059289,5/16/2025
1447,Data Engineer,PepsiCo,Chicago,https://www.linkedin.com/jobs/view/data-engineer-at-pepsico-3998838429,5/16/2025
1448,Data Engineer (L5) - Commerce Product Data Engineering,Netflix,United States,https://www.linkedin.com/jobs/view/data-engineer-l5-commerce-product-data-engineering-at-netflix-4199138007,5/16/2025
1449,Data Engineer I,Chewy,"Plantation, Florida",https://www.linkedin.com/jobs/view/data-engineer-i-at-chewy-4216911413,5/16/2025
1450,Data Engineer I,Chewy,"Bellevue, Washington",https://www.linkedin.com/jobs/view/data-engineer-i-at-chewy-4216907942,5/16/2025
1451,Data Engineer,OPPO,"Palo Alto, California",https://www.linkedin.com/jobs/view/data-engineer-at-oppo-4232023043,5/17/2025
1452,Data Engineer,Finix,San Francisco,https://www.linkedin.com/jobs/view/data-engineer-at-finix-4160656913,5/17/2025
1453,Data Engineer,Adobe,"San Jose, California",https://www.linkedin.com/jobs/view/data-engineer-at-adobe-4230230316,5/19/2025
1454,Data Engineer (L5) - Content Production & Promotion,Netflix,United States,https://www.linkedin.com/jobs/view/data-engineer-l5-content-production-promotion-at-netflix-4179982116,5/16/2025
1455,Data Engineer,Atlassian,San Francisco,https://www.linkedin.com/jobs/view/data-engineer-at-atlassian-4133561653,5/17/2025
1456,Data Engineer,Discord,San Francisco,https://www.linkedin.com/jobs/view/data-engineer-at-discord-4231608071,5/21/2025
1457,Data Engineer - Spark,"Lowe's Companies, Inc.","Charlotte, North Carolina",https://www.linkedin.com/jobs/view/data-engineer-spark-at-lowe-s-companies-inc-4219405720,5/21/2025
1458,Data Engineer,PepsiCo,"Purchase, New York",https://www.linkedin.com/jobs/view/data-engineer-at-pepsico-3998841067,5/17/2025
1459,Software Engineer (L4) - Cloud Network Engineering,Netflix,United States,https://www.linkedin.com/jobs/view/software-engineer-l4-cloud-network-engineering-at-netflix-4202060410,5/21/2025
1460,Senior Data Engineer,Calm,San Francisco,https://www.linkedin.com/jobs/view/senior-data-engineer-at-calm-4219081952,5/20/2025
1461,Software Engineer L5 - Ads Platform,Netflix,United States,https://www.linkedin.com/jobs/view/software-engineer-l5-ads-platform-at-netflix-3983498007,5/15/2025
1462,"Junior Data Engineer (Remote, US)",Sayari,United States,https://www.linkedin.com/jobs/view/junior-data-engineer-remote-us-at-sayari-4217399865,5/21/2025
1463,"Data Engineer, Data Application",TikTok,Seattle,https://www.linkedin.com/jobs/view/data-engineer-data-application-at-tiktok-4076508695,5/17/2025
1464,Systems Software Engineer L4,Netflix,United States,https://www.linkedin.com/jobs/view/systems-software-engineer-l4-at-netflix-4202434316,5/21/2025
1465,Junior Data Engineer,IDEXX,"Nashville, Tennessee",https://www.linkedin.com/jobs/view/junior-data-engineer-at-idexx-4215784981,5/15/2025
1466,Analytics Engineer,Google DeepMind,"Mountain View, California",https://www.linkedin.com/jobs/view/analytics-engineer-at-google-deepmind-4184882913,5/19/2025
1468,Data Engineer,Indiana University Indianapolis,Indianapolis,https://www.linkedin.com/jobs/view/data-engineer-at-indiana-university-indianapolis-4232998915,5/19/2025
1469,Data Engineer,Casey's,Des Moines Metropolitan Area,https://www.linkedin.com/jobs/view/data-engineer-at-casey-s-4230893469,5/20/2025
1470,"Data Engineer, Personalization",Spotify,New York City,https://www.linkedin.com/jobs/view/data-engineer-personalization-at-spotify-4233190693,5/20/2025
1471,Senior Data Engineer,Samsara,United States,https://www.linkedin.com/jobs/view/senior-data-engineer-at-samsara-4212085122,5/15/2025
1472,Data Engineer I,"Clyde Companies, Inc.","Orem, Utah",https://www.linkedin.com/jobs/view/data-engineer-i-at-clyde-companies-inc-4228763480,5/16/2025
1473,Data Engineer,Middle Seat,"Washington, D.C.",https://www.linkedin.com/jobs/view/data-engineer-at-middle-seat-4232940657,5/19/2025
1474,Data Engineer,Ibotta,Denver,https://www.linkedin.com/jobs/view/data-engineer-at-ibotta-4216499552,5/20/2025
1475,Data Engineer,Alibaba Cloud,Los Angeles,https://www.linkedin.com/jobs/view/data-engineer-at-alibaba-cloud-4231379792,5/16/2025
1476,Analytics Engineer,DoorDash,San Francisco,https://www.linkedin.com/jobs/view/analytics-engineer-at-doordash-4180679352,5/18/2025
1477,"Data Engineer - Atlanta, GA",The Home Depot,Atlanta,https://www.linkedin.com/jobs/view/data-engineer-atlanta-ga-at-the-home-depot-4229577147,5/17/2025
1478,Analytics Engineer,DoorDash,"Sunnyvale, California",https://www.linkedin.com/jobs/view/analytics-engineer-at-doordash-4180683071,5/17/2025
1479,"Senior Data Engineer, Snowflake",Presidio,United States,https://www.linkedin.com/jobs/view/senior-data-engineer-snowflake-at-presidio-4220620061,5/15/2025
1480,Senior Data Engineer,Discord,San Francisco,https://www.linkedin.com/jobs/view/senior-data-engineer-at-discord-4177777076,5/22/2025
1481,Experienced Data Engineer - Data Engineering,Plaid,San Francisco,https://www.linkedin.com/jobs/view/experienced-data-engineer-data-engineering-at-plaid-4204406934,5/21/2025
1482,Senior Data Engineer,Handshake,San Francisco,https://www.linkedin.com/jobs/view/senior-data-engineer-at-handshake-4215927942,5/15/2025
1483,Data / BI Engineer,Veracity Software Inc,California,https://www.linkedin.com/jobs/view/data-bi-engineer-at-veracity-software-inc-4232550200,5/21/2025
1484,Data Engineer,Sigma,San Francisco,https://www.linkedin.com/jobs/view/data-engineer-at-sigma-4228057269,5/19/2025
1485,"Data Engineer, Product Analytics",Meta,"Fremont, California",https://www.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4215619160,5/17/2025
1486,Data Engineer,Adobe,"Lehi, Utah",https://www.linkedin.com/jobs/view/data-engineer-at-adobe-4230227881,5/19/2025
1487,"Data Engineer I (Reno, NV/ Hybrid, US)",Bombora,"Reno, Nevada",https://www.linkedin.com/jobs/view/data-engineer-i-reno-nv-hybrid-us-at-bombora-4231060742,5/16/2025
1488,"Data Engineer II, PubTech Data, Insights & Analytics",Amazon,Seattle,https://www.linkedin.com/jobs/view/data-engineer-ii-pubtech-data-insights-analytics-at-amazon-4213178770,5/16/2025
1489,Data Engineer,Leader Bank,United States,https://www.linkedin.com/jobs/view/data-engineer-at-leader-bank-4233100791,5/19/2025
1490,"Data Engineer, CPSA",Amazon,Seattle,https://www.linkedin.com/jobs/view/data-engineer-cpsa-at-amazon-4231018498,5/15/2025
1491,Analytics Engineer,DoorDash,Seattle,https://www.linkedin.com/jobs/view/analytics-engineer-at-doordash-4180682122,5/17/2025
1492,Data Engineer,Tubi,San Francisco Bay Area,https://www.linkedin.com/jobs/view/data-engineer-at-tubi-4219379735,5/21/2025
1493,"Data Engineer, P2 Science, Data, and Insights",Amazon,Seattle,https://www.linkedin.com/jobs/view/data-engineer-p2-science-data-and-insights-at-amazon-4217805111,5/20/2025
1494,Software Engineer 4 - TV & Web Player Platform,Netflix,"Los Gatos, California",https://www.linkedin.com/jobs/view/software-engineer-4-tv-web-player-platform-at-netflix-4199628396,5/17/2025
1495,Junior Data Engineer,Medpace,Cincinnati,https://www.linkedin.com/jobs/view/junior-data-engineer-at-medpace-4217695016,5/17/2025
1496,Software/AI Engineer (New Grad),FurtherAI,San Francisco,https://www.linkedin.com/jobs/view/software-ai-engineer-new-grad-at-furtherai-4227981415,5/15/2025
1497,"Software Engineer (L5), Ads Supply",Netflix,United States,https://www.linkedin.com/jobs/view/software-engineer-l5-ads-supply-at-netflix-4215117490,5/17/2025
1498,Sr. Data & Analytics Engineer,Rivian,"Irvine, California",https://www.linkedin.com/jobs/view/sr-data-analytics-engineer-at-rivian-4217219845,5/16/2025
1499,Data Engineer II,AppFolio,San Francisco,https://www.linkedin.com/jobs/view/data-engineer-ii-at-appfolio-4231722141,5/16/2025
1500,Senior Data Engineer,PepsiCo,"Plano, Texas",https://www.linkedin.com/jobs/view/senior-data-engineer-at-pepsico-4061675451,5/17/2025
1501,Data Engineer,SewerAI,"Walnut Creek, California",https://www.linkedin.com/jobs/view/data-engineer-at-sewerai-4233339250,5/20/2025
1502,Data Engineer,Tech Mahindra Business Process Services,"San Jose, California",https://www.linkedin.com/jobs/view/data-engineer-at-tech-mahindra-business-process-services-4231965994,5/21/2025
1503,"Software Engineer, Search Infrastructure",Notion,New York City,https://www.linkedin.com/jobs/view/software-engineer-search-infrastructure-at-notion-4002219029,5/15/2025
1504,Data Engineer II,AppFolio,Chicago,https://www.linkedin.com/jobs/view/data-engineer-ii-at-appfolio-4231719557,5/16/2025
1505,Data Engineer,PwC India,Gurgaon,https://in.linkedin.com/jobs/view/data-engineer-at-pwc-india-4228310054,5/15/2025
1507,"Data Engineer, ITC",Nike,Karnataka,https://in.linkedin.com/jobs/view/data-engineer-itc-at-nike-4233842854,5/20/2025
1508,ICICI Securities - Data Engineer - Python/SQL/ETL,ICICIDirect,Navi Mumbai,https://in.linkedin.com/jobs/view/icici-securities-data-engineer-python-sql-etl-at-icicidirect-4233880080,5/21/2025
1512,"Data Engineer, Pricing",Lyft,Toronto,https://ca.linkedin.com/jobs/view/data-engineer-pricing-at-lyft-4213192575,5/15/2025
1514,Data Engineer,ASOS.com,London,https://uk.linkedin.com/jobs/view/data-engineer-at-asos-com-4231423834,5/20/2025
1515,"Data Engineer, Davengers(Data Avengers)",Amazon,Noida,https://in.linkedin.com/jobs/view/data-engineer-davengers-data-avengers-at-amazon-4214270028,5/16/2025
1516,Junior Data engineer ( Python and SQL ) - 2 to 3 years only,NielsenIQ,Chennai,https://in.linkedin.com/jobs/view/junior-data-engineer-python-and-sql-2-to-3-years-only-at-nielseniq-4228773827,5/16/2025
1517,"Data Engineer , Aladdin Data - Associate",BlackRock,Mumbai,https://in.linkedin.com/jobs/view/data-engineer-aladdin-data-associate-at-blackrock-4200214521,5/16/2025
1518,Data Engineer,Indigo,Toronto,https://ca.linkedin.com/jobs/view/data-engineer-at-indigo-4233643807,5/20/2025
1519,Data Engineer @ CDMX,Cinepolis Corporativo,Mexico City,https://mx.linkedin.com/jobs/view/data-engineer-%40-cdmx-at-cinepolis-corporativo-4232590649,5/21/2025
1521,Data Engineer (Medior),The HEINEKEN Company,Amsterdam,https://nl.linkedin.com/jobs/view/data-engineer-medior-at-the-heineken-company-4208840466,5/15/2025
1522,Reporting Data Engineer,EY,Bengaluru,https://in.linkedin.com/jobs/view/reporting-data-engineer-at-ey-4213544699,5/16/2025
1523,Data & Software Engineer (L5) â€” Productivity Metrics and System Insights,Netflix,Warsaw,https://pl.linkedin.com/jobs/view/data-software-engineer-l5-%E2%80%94-productivity-metrics-and-system-insights-at-netflix-4198584968,5/17/2025
1524,Data Insights and Analytics Engineer,NVIDIA,Bengaluru,https://in.linkedin.com/jobs/view/data-insights-and-analytics-engineer-at-nvidia-4217100816,5/20/2025
1526,Data Engineer,ExxonMobil,Bangkok,https://th.linkedin.com/jobs/view/data-engineer-at-exxonmobil-4205502726,5/22/2025
1527,AWS Data Engineer,KPMG India,Bengaluru,https://in.linkedin.com/jobs/view/aws-data-engineer-at-kpmg-india-4231540867,5/16/2025
1528,"Data Engineer, Experimentation",Lyft,Toronto,https://ca.linkedin.com/jobs/view/data-engineer-experimentation-at-lyft-4199950166,5/15/2025
1529,Data Insights and Analytics Engineer,NVIDIA,Pune,https://in.linkedin.com/jobs/view/data-insights-and-analytics-engineer-at-nvidia-4217102736,5/20/2025
1531,Data Engineer Specialist,Banco Bradesco,Curitiba,https://br.linkedin.com/jobs/view/data-engineer-specialist-at-banco-bradesco-4200211575,5/17/2025
1532,Junior Data Engineer,CrÃ©dit Agricole CIB,Singapore,https://sg.linkedin.com/jobs/view/junior-data-engineer-at-cr%C3%A9dit-agricole-cib-4214409587,5/22/2025
1533,Data Engineer - Content Understanding,Spotify,London,https://uk.linkedin.com/jobs/view/data-engineer-content-understanding-at-spotify-4201394918,5/17/2025
1534,Data Engineer,Dario,Gurgaon,https://in.linkedin.com/jobs/view/data-engineer-at-dario-4175860289,5/20/2025
1536,Junior Data Engineer with Python,Volkswagen Digital:Hub,Valencia,https://es.linkedin.com/jobs/view/junior-data-engineer-with-python-at-volkswagen-digital-hub-4217480972,5/20/2025
